human,mouse,type,unknown
ENSG00000158014,ENSMUSG00000028836,01:01,893184
ENSG00000158022,ENSMUSG00000028834,01:01,556167
ENSG00000175087,ENSMUSG00000050890,01:01,296363
ENSG00000197245,ENSMUSG00000050105,01:01,858988
ENSG00000282872,ENSMUSG00000108398,01:01,791645
ENSG00000236782,ENSMUSG00000086322,01:01,284827
ENSG00000142675,ENSMUSG00000028841,01:01,922718
ENSG00000188782,ENSMUSG00000048003,01:01,917317
ENSG00000130695,ENSMUSG00000037443,01:01,904121
ENSG00000142669,ENSMUSG00000028843,01:01,598480
ENSG00000158062,ENSMUSG00000012126,01:01,902484
ENSG00000176092,ENSMUSG00000012123,01:01,829839
ENSG00000176083,ENSMUSG00000049410,01:01,889125
ENSG00000131914,ENSMUSG00000050966,01:01,599929
ENSG00000117682,ENSMUSG00000012117,01:01,961080
ENSG00000198830,ENSMUSG00000073371,1:m,
ENSG00000198830,ENSMUSG00000003038,1:m,
ENSG00000198830,ENSMUSG00000070713,1:m,
ENSG00000117676,ENSMUSG00000003644,01:01,596741
ENSG00000117713,ENSMUSG00000007880,01:01,595654
ENSG00000060642,ENSMUSG00000043257,01:01,594104
ENSG00000204160,ENSMUSG00000037553,01:01,846172
ENSG00000175793,ENSMUSG00000047281,01:01,846605
ENSG00000142751,ENSMUSG00000028848,01:01,892838
ENSG00000198746,ENSMUSG00000028850,01:01,900364
ENSG00000090273,ENSMUSG00000028851,01:01,756866
ENSG00000131910,ENSMUSG00000037583,01:01,299727
ENSG00000175707,ENSMUSG00000037600,01:01,874271
ENSG00000253368,ENSMUSG00000056596,01:01,886364
ENSG00000158246,ENSMUSG00000046694,01:01,909524
ENSG00000142784,ENSMUSG00000037622,01:01,797852
ENSG00000186501,ENSMUSG00000028857,01:01,898223
ENSG00000142765,ENSMUSG00000028860,01:01,911587
ENSG00000142733,ENSMUSG00000028862,01:01,954390
ENSG00000174950,ENSMUSG00000028865,01:01,875804
ENSG00000181773,ENSMUSG00000049649,01:01,882209
ENSG00000158195,ENSMUSG00000028868,01:01,596244
ENSG00000126705,ENSMUSG00000037692,01:01,925109
ENSG00000000938,ENSMUSG00000028874,01:01,599118
ENSG00000009780,ENSMUSG00000028878,01:01,596640
ENSG00000117758,ENSMUSG00000028879,01:01,575452
ENSG00000117751,ENSMUSG00000028882,01:01,944513
ENSG00000130775,ENSMUSG00000037731,01:01,890114
ENSG00000117748,ENSMUSG00000028884,01:01,945090
ENSG00000130768,ENSMUSG00000028885,01:01,745802
ENSG00000158156,ENSMUSG00000037752,01:01,935324
ENSG00000158161,ENSMUSG00000028886,01:01,831529
ENSG00000169403,ENSMUSG00000056529,01:01,896979
ENSG00000126698,ENSMUSG00000054405,01:01,847916
ENSG00000130770,ENSMUSG00000054428,01:01,885314
ENSG00000130766,ENSMUSG00000028893,01:01,881396
ENSG00000130772,ENSMUSG00000066042,01:01,893160
ENSG00000204138,ENSMUSG00000066043,01:01,595478
ENSG00000180198,ENSMUSG00000028896,01:01,593917
ENSG00000180098,ENSMUSG00000028898,01:01,594874
ENSG00000120656,ENSMUSG00000028899,01:01,595529
ENSG00000162419,ENSMUSG00000028901,01:01,926378
ENSG00000198492,ENSMUSG00000040025,01:01,898947
ENSG00000116329,ENSMUSG00000050511,01:01,597028
ENSG00000159023,ENSMUSG00000028906,01:01,942838
ENSG00000253304,ENSMUSG00000070720,01:01,848719
ENSG00000116350,ENSMUSG00000028911,01:01,596393
ENSG00000116353,ENSMUSG00000028910,01:01,874775
ENSG00000060656,ENSMUSG00000028909,01:01,291289
ENSG00000162510,ENSMUSG00000040533,01:01,
ENSG00000162511,ENSMUSG00000028581,01:01,881495
ENSG00000162512,ENSMUSG00000025743,01:01,604925
ENSG00000134644,ENSMUSG00000028580,01:01,291450
ENSG00000084628,ENSMUSG00000078532,01:01,904104
ENSG00000060688,ENSMUSG00000074088,01:01,593783
ENSG00000121766,ENSMUSG00000028772,01:01,600032
ENSG00000121769,ENSMUSG00000028773,01:01,894422
ENSG00000168528,ENSMUSG00000023232,01:01,819462
ENSG00000142910,ENSMUSG00000028776,01:01,823345
ENSG00000121764,ENSMUSG00000028778,01:01,596976
ENSG00000162517,ENSMUSG00000028779,01:01,595376
ENSG00000084636,ENSMUSG00000040690,01:01,599630
ENSG00000121753,ENSMUSG00000028782,01:01,291230
ENSG00000134668,ENSMUSG00000028784,01:01,848683
ENSG00000184007,ENSMUSG00000028788,01:01,890576
ENSG00000121774,ENSMUSG00000028790,01:01,708006
ENSG00000121775,ENSMUSG00000053730,01:01,889528
ENSG00000025800,ENSMUSG00000003731,01:01,557172
ENSG00000084652,ENSMUSG00000053841,01:01,598419
ENSG00000160050,ENSMUSG00000028795,01:01,925819
ENSG00000160051,ENSMUSG00000040795,01:01,288640
ENSG00000222046,ENSMUSG00000078552,01:01,598482
ENSG00000160055,ENSMUSG00000028797,01:01,922138
ENSG00000084623,ENSMUSG00000028798,01:01,593648
ENSG00000183615,ENSMUSG00000050493,01:01,854150
ENSG00000182866,ENSMUSG00000000409,01:01,598340
ENSG00000116478,ENSMUSG00000061062,1:m,
ENSG00000116478,ENSMUSG00000028800,1:m,895764
ENSG00000175130,ENSMUSG00000047945,01:01,597684
ENSG00000162526,ENSMUSG00000000411,01:01,595357
ENSG00000225828,ENSMUSG00000078554,01:01,285396
ENSG00000160058,ENSMUSG00000040859,01:01,928115
ENSG00000254553,ENSMUSG00000048485,01:01,932305
ENSG00000160062,ENSMUSG00000028807,01:01,596563
ENSG00000176261,ENSMUSG00000057572,01:01,941473
ENSG00000162521,ENSMUSG00000057236,01:01,537039
ENSG00000162520,ENSMUSG00000001333,01:01,863299
ENSG00000162522,ENSMUSG00000050390,01:01,595596
ENSG00000134684,ENSMUSG00000028811,01:01,953982
ENSG00000116497,ENSMUSG00000040928,01:01,838982
ENSG00000160097,ENSMUSG00000001334,01:01,892069
ENSG00000121905,ENSMUSG00000028785,01:01,596299
ENSG00000121900,ENSMUSG00000028786,01:01,791788
ENSG00000116514,ENSMUSG00000028793,01:01,538370
ENSG00000004455,ENSMUSG00000028792,01:01,959449
ENSG00000142920,ENSMUSG00000028789,01:01,891494
ENSG00000116525,ENSMUSG00000041000,01:01,556161
ENSG00000160094,ENSMUSG00000028799,01:01,596988
ENSG00000184389,ENSMUSG00000028794,01:01,737160
ENSG00000134686,ENSMUSG00000028796,01:01,597190
ENSG00000121903,ENSMUSG00000061894,01:01,848687
ENSG00000121904,ENSMUSG00000028804,01:01,291067
ENSG00000176256,ENSMUSG00000048686,01:01,597556
ENSG00000142698,ENSMUSG00000028813,01:01,871485
ENSG00000163866,ENSMUSG00000042380,01:01,887538
ENSG00000189280,ENSMUSG00000042357,01:01,299647
ENSG00000189433,ENSMUSG00000046623,01:01,896282
ENSG00000188910,ENSMUSG00000042367,01:01,299800
ENSG00000187513,ENSMUSG00000050234,01:01,898086
ENSG00000116544,ENSMUSG00000042388,01:01,911312
ENSG00000243749,ENSMUSG00000070737,01:01,933966
ENSG00000163867,ENSMUSG00000042408,01:01,291362
ENSG00000197056,ENSMUSG00000043872,01:01,839002
ENSG00000116560,ENSMUSG00000028820,01:01,596099
ENSG00000146463,ENSMUSG00000042446,01:01,807521
ENSG00000142687,ENSMUSG00000028830,01:01,945017
ENSG00000020129,ENSMUSG00000028833,01:01,813879
ENSG00000116819,ENSMUSG00000042477,01:01,878600
ENSG00000126067,ENSMUSG00000028837,01:01,958228
ENSG00000142686,ENSMUSG00000073755,01:01,876180
ENSG00000092853,ENSMUSG00000042489,01:01,594638
ENSG00000134698,ENSMUSG00000042500,01:01,724855
ENSG00000092847,ENSMUSG00000041530,01:01,724856
ENSG00000126070,ENSMUSG00000028842,01:01,724857
ENSG00000092850,ENSMUSG00000028845,01:01,909714
ENSG00000116863,ENSMUSG00000042558,01:01,813257
ENSG00000171812,ENSMUSG00000056174,01:01,596663
ENSG00000054116,ENSMUSG00000028847,01:01,957638
ENSG00000116871,ENSMUSG00000028849,01:01,596696
ENSG00000054118,ENSMUSG00000043962,01:01,600086
ENSG00000214193,ENSMUSG00000073758,01:01,885331
ENSG00000142694,ENSMUSG00000050212,01:01,288841
ENSG00000196182,ENSMUSG00000042608,01:01,894358
ENSG00000181817,ENSMUSG00000050188,01:01,940191
ENSG00000116885,ENSMUSG00000042616,01:01,730948
ENSG00000116898,ENSMUSG00000028861,01:01,
ENSG00000119535,ENSMUSG00000028859,01:01,934302
ENSG00000163873,ENSMUSG00000001985,01:01,849304
ENSG00000163874,ENSMUSG00000042677,01:01,878559
ENSG00000163875,ENSMUSG00000028863,01:01,858800
ENSG00000163877,ENSMUSG00000050213,01:01,594227
ENSG00000163879,ENSMUSG00000042707,01:01,925642
ENSG00000134697,ENSMUSG00000028869,01:01,931759
ENSG00000169218,ENSMUSG00000028871,01:01,945266
ENSG00000134690,ENSMUSG00000028873,01:01,934040
ENSG00000183317,ENSMUSG00000028876,01:01,596520
ENSG00000185090,ENSMUSG00000042763,01:01,714936
ENSG00000196449,ENSMUSG00000028889,01:01,871320
ENSG00000197982,ENSMUSG00000078570,01:01,814079
ENSG00000188786,ENSMUSG00000028890,01:01,928269
ENSG00000204084,ENSMUSG00000028894,01:01,575242
ENSG00000183431,ENSMUSG00000028902,01:01,917485
ENSG00000183386,ENSMUSG00000032643,01:01,600082
ENSG00000183520,ENSMUSG00000028907,01:01,911447
ENSG00000185668,ENSMUSG00000090125,01:01,889082
ENSG00000116954,ENSMUSG00000028646,01:01,882898
ENSG00000274944,ENSMUSG00000028647,01:01,900912
ENSG00000158315,ENSMUSG00000043333,01:01,569381
ENSG00000174574,ENSMUSG00000023075,01:01,955599
ENSG00000168653,ENSMUSG00000028648,01:01,836408
ENSG00000127603,ENSMUSG00000028649,01:01,800394
ENSG00000183682,ENSMUSG00000032726,n:1,
ENSG00000090621,ENSMUSG00000011257,01:01,593802
ENSG00000163909,ENSMUSG00000032744,01:01,925407
ENSG00000116981,ENSMUSG00000054958,01:01,846074
ENSG00000116983,ENSMUSG00000046093,01:01,595629
ENSG00000084072,ENSMUSG00000028651,01:01,596181
ENSG00000116985,ENSMUSG00000032726,n:1,887975
ENSG00000198754,ENSMUSG00000076438,1:m,
ENSG00000198754,ENSMUSG00000076436,1:m,943456
ENSG00000043514,ENSMUSG00000028653,01:01,961717
ENSG00000116990,ENSMUSG00000028654,01:01,944428
ENSG00000168389,ENSMUSG00000028655,01:01,594091
ENSG00000131236,ENSMUSG00000028656,01:01,756614
ENSG00000131238,ENSMUSG00000028657,01:01,929171
ENSG00000117000,ENSMUSG00000049878,01:01,291152
ENSG00000188800,ENSMUSG00000078577,01:01,287458
ENSG00000084073,ENSMUSG00000043207,01:01,703982
ENSG00000049089,ENSMUSG00000028626,01:01,597034
ENSG00000084070,ENSMUSG00000032870,01:01,595525
ENSG00000187815,ENSMUSG00000064141,01:01,
ENSG00000164002,ENSMUSG00000028629,01:01,823194
ENSG00000117016,ENSMUSG00000032890,01:01,910855
ENSG00000066136,ENSMUSG00000032897,01:01,598080
ENSG00000117013,ENSMUSG00000028631,01:01,552845
ENSG00000179862,ENSMUSG00000070803,01:01,819789
ENSG00000171793,ENSMUSG00000028633,01:01,961334
ENSG00000171790,ENSMUSG00000047518,01:01,886094
ENSG00000010803,ENSMUSG00000000085,01:01,933971
ENSG00000127129,ENSMUSG00000028635,01:01,925539
ENSG00000127124,ENSMUSG00000028634,01:01,848681
ENSG00000044012,ENSMUSG00000032978,01:01,917030
ENSG00000197273,ENSMUSG00000023247,01:01,917029
ENSG00000198815,ENSMUSG00000032998,01:01,891162
ENSG00000177181,ENSMUSG00000048899,01:01,766218
ENSG00000066185,ENSMUSG00000070806,01:01,913832
ENSG00000127125,ENSMUSG00000028636,01:01,932911
ENSG00000186409,ENSMUSG00000028637,01:01,597629
ENSG00000171960,ENSMUSG00000060288,1:m,593892
ENSG00000171960,ENSMUSG00000033036,1:m,
ENSG00000065978,ENSMUSG00000028639,01:01,602446
ENSG00000164007,ENSMUSG00000066058,01:01,884118
ENSG00000117385,ENSMUSG00000028641,01:01,939411
ENSG00000164008,ENSMUSG00000078584,01:01,724074
ENSG00000274386,ENSMUSG00000028642,01:01,585680
ENSG00000177868,ENSMUSG00000028643,01:01,882221
ENSG00000164010,ENSMUSG00000028644,01:01,556174
ENSG00000164011,ENSMUSG00000045268,01:01,605501
ENSG00000117394,ENSMUSG00000028645,01:01,594506
ENSG00000186973,ENSMUSG00000049154,01:01,
ENSG00000117395,ENSMUSG00000028729,01:01,594461
ENSG00000243710,ENSMUSG00000028730,01:01,594620
ENSG00000179178,ENSMUSG00000050854,01:01,893151
ENSG00000253313,ENSMUSG00000028536,01:01,843023
ENSG00000066056,ENSMUSG00000033191,01:01,600068
ENSG00000117400,ENSMUSG00000006389,01:01,946725
ENSG00000117399,ENSMUSG00000006398,01:01,594383
ENSG00000066322,ENSMUSG00000006390,01:01,742804
ENSG00000159479,ENSMUSG00000006392,01:01,898099
ENSG00000198198,ENSMUSG00000033253,01:01,924902
ENSG00000178922,ENSMUSG00000006395,01:01,808014
ENSG00000142949,ENSMUSG00000033295,01:01,599972
ENSG00000066135,ENSMUSG00000033326,01:01,944945
ENSG00000126091,ENSMUSG00000028538,01:01,919868
ENSG00000117407,ENSMUSG00000028539,01:01,807650
ENSG00000117408,ENSMUSG00000033365,01:01,575409
ENSG00000132768,ENSMUSG00000028540,01:01,941821
ENSG00000117410,ENSMUSG00000033379,01:01,
ENSG00000117411,ENSMUSG00000028541,01:01,933523
ENSG00000159214,ENSMUSG00000078588,01:01,896495
ENSG00000196517,ENSMUSG00000028542,01:01,868866
ENSG00000171872,ENSMUSG00000048626,01:01,798184
ENSG00000178028,ENSMUSG00000009640,01:01,933468
ENSG00000126106,ENSMUSG00000048772,01:01,576204
ENSG00000198520,ENSMUSG00000060268,01:01,928045
ENSG00000142945,ENSMUSG00000028678,01:01,600773
ENSG00000142937,ENSMUSG00000047675,01:01,961001
ENSG00000173846,ENSMUSG00000028680,01:01,594969
ENSG00000188396,ENSMUSG00000047671,01:01,816660
ENSG00000222009,ENSMUSG00000073771,01:01,597734
ENSG00000117425,ENSMUSG00000028681,01:01,883351
ENSG00000070785,ENSMUSG00000028683,01:01,593959
ENSG00000126107,ENSMUSG00000046861,01:01,934270
ENSG00000126088,ENSMUSG00000028684,01:01,745570
ENSG00000162415,ENSMUSG00000033948,01:01,894337
ENSG00000186603,ENSMUSG00000043155,01:01,955573
ENSG00000132781,ENSMUSG00000028687,01:01,530256
ENSG00000132773,ENSMUSG00000028688,01:01,557775
ENSG00000070759,ENSMUSG00000033985,01:01,937390
ENSG00000132763,ENSMUSG00000028690,01:01,282961
ENSG00000117450,ENSMUSG00000028691,01:01,958025
ENSG00000117448,ENSMUSG00000028692,01:01,879843
ENSG00000132780,ENSMUSG00000028693,01:01,599709
ENSG00000159588,ENSMUSG00000034035,01:01,913948
ENSG00000159592,ENSMUSG00000034042,01:01,284793
ENSG00000159596,ENSMUSG00000055900,01:01,573905
ENSG00000197429,ENSMUSG00000028696,01:01,597160
ENSG00000086015,ENSMUSG00000003810,01:01,595326
ENSG00000278139,ENSMUSG00000111410,1:m,
ENSG00000278139,ENSMUSG00000028698,1:m,914128
ENSG00000117472,ENSMUSG00000028699,01:01,738167
ENSG00000250719,ENSMUSG00000078593,01:01,287460
ENSG00000085998,ENSMUSG00000028700,01:01,901981
ENSG00000171357,ENSMUSG00000028701,01:01,890124
ENSG00000085999,ENSMUSG00000028702,01:01,593753
ENSG00000132128,ENSMUSG00000028703,01:01,850402
ENSG00000173660,ENSMUSG00000063882,n:1,599309
ENSG00000117481,ENSMUSG00000028706,01:01,294993
ENSG00000117480,ENSMUSG00000034171,01:01,771957
ENSG00000197587,ENSMUSG00000028707,01:01,
ENSG00000282881,ENSMUSG00000034185,01:01,868479
ENSG00000162456,ENSMUSG00000073774,01:01,284787
ENSG00000079277,ENSMUSG00000028708,01:01,595108
ENSG00000142961,ENSMUSG00000028709,01:01,557628
ENSG00000123472,ENSMUSG00000028710,01:01,738611
ENSG00000186118,ENSMUSG00000044556,01:01,286417
ENSG00000159658,ENSMUSG00000034210,01:01,916239
ENSG00000142973,ENSMUSG00000028713,01:01,905270
ENSG00000187048,ENSMUSG00000066071,n:m,
ENSG00000187048,ENSMUSG00000078597,n:m,905286
ENSG00000187048,ENSMUSG00000066072,n:m,
ENSG00000187048,ENSMUSG00000028712,n:m,
ENSG00000187048,ENSMUSG00000063929,n:m,
ENSG00000186377,ENSMUSG00000047155,01:01,905266
ENSG00000162365,ENSMUSG00000066071,n:m,
ENSG00000162365,ENSMUSG00000078597,n:m,
ENSG00000162365,ENSMUSG00000066072,n:m,905336
ENSG00000162365,ENSMUSG00000028712,n:m,
ENSG00000162365,ENSMUSG00000063929,n:m,
ENSG00000162366,ENSMUSG00000028716,01:01,890397
ENSG00000162367,ENSMUSG00000028717,01:01,901438
ENSG00000123473,ENSMUSG00000028718,01:01,598372
ENSG00000162368,ENSMUSG00000028719,01:01,959451
ENSG00000186790,ENSMUSG00000044518,01:01,610584
ENSG00000186564,ENSMUSG00000055210,01:01,867014
ENSG00000269113,ENSMUSG00000070867,01:01,913872
ENSG00000117834,ENSMUSG00000028544,01:01,926618
ENSG00000132122,ENSMUSG00000034401,01:01,845129
ENSG00000186094,ENSMUSG00000061298,01:01,873660
ENSG00000162373,ENSMUSG00000028545,01:01,928913
ENSG00000162374,ENSMUSG00000028546,01:01,595971
ENSG00000142700,ENSMUSG00000047143,01:01,905212
ENSG00000185104,ENSMUSG00000010517,01:01,795895
ENSG00000123080,ENSMUSG00000028551,01:01,597463
ENSG00000204006,ENSMUSG00000060491,01:01,
ENSG00000123091,ENSMUSG00000028557,01:01,600836
ENSG00000085831,ENSMUSG00000028555,01:01,778464
ENSG00000085832,ENSMUSG00000028552,01:01,598618
ENSG00000117859,ENSMUSG00000028559,01:01,575041
ENSG00000078618,ENSMUSG00000053510,01:01,852441
ENSG00000169213,ENSMUSG00000003411,01:01,565072
ENSG00000117862,ENSMUSG00000028567,01:01,715561
ENSG00000198841,ENSMUSG00000073775,01:01,885696
ENSG00000134717,ENSMUSG00000114133,1:m,909682
ENSG00000134717,ENSMUSG00000028568,1:m,
ENSG00000157077,ENSMUSG00000034557,01:01,934167
ENSG00000154222,ENSMUSG00000028582,01:01,756772
ENSG00000085840,ENSMUSG00000028587,01:01,938158
ENSG00000134748,ENSMUSG00000063800,01:01,594106
ENSG00000134744,ENSMUSG00000034610,01:01,904347
ENSG00000116157,ENSMUSG00000028597,01:01,903968
ENSG00000182183,ENSMUSG00000059816,01:01,890447
ENSG00000162377,ENSMUSG00000048351,01:01,594841
ENSG00000162378,ENSMUSG00000034636,01:01,872171
ENSG00000203995,ENSMUSG00000034645,01:01,872169
ENSG00000121310,ENSMUSG00000028601,01:01,954565
ENSG00000116171,ENSMUSG00000028603,01:01,949340
ENSG00000174348,ENSMUSG00000028600,01:01,598869
ENSG00000162383,ENSMUSG00000008932,01:01,
ENSG00000157184,ENSMUSG00000028607,01:01,853479
ENSG00000162384,ENSMUSG00000028608,01:01,891087
ENSG00000162385,ENSMUSG00000028609,n:m,
ENSG00000162385,ENSMUSG00000030188,n:m,891662
ENSG00000157193,ENSMUSG00000028613,01:01,600273
ENSG00000143006,ENSMUSG00000028610,01:01,926108
ENSG00000174332,ENSMUSG00000034762,01:01,900923
ENSG00000058804,ENSMUSG00000028614,01:01,764783
ENSG00000058799,ENSMUSG00000057375,01:01,918687
ENSG00000211452,ENSMUSG00000034785,01:01,843038
ENSG00000081870,ENSMUSG00000063172,01:01,912626
ENSG00000116212,ENSMUSG00000028617,01:01,858963
ENSG00000203985,ENSMUSG00000070877,01:01,601015
ENSG00000116209,ENSMUSG00000028618,01:01,288838
ENSG00000157211,ENSMUSG00000047636,01:01,597628
ENSG00000215883,ENSMUSG00000028621,01:01,888102
ENSG00000116221,ENSMUSG00000028622,01:01,
ENSG00000157216,ENSMUSG00000061887,01:01,594666
ENSG00000162390,ENSMUSG00000034853,01:01,932822
ENSG00000162391,ENSMUSG00000034871,01:01,815175
ENSG00000271723,ENSMUSG00000047502,01:01,919069
ENSG00000243725,ENSMUSG00000025413,01:01,797941
ENSG00000162396,ENSMUSG00000043572,01:01,956224
ENSG00000006555,ENSMUSG00000034919,01:01,929102
ENSG00000162398,ENSMUSG00000054362,01:01,921373
ENSG00000116133,ENSMUSG00000034926,01:01,927916
ENSG00000162399,ENSMUSG00000025418,01:01,892493
ENSG00000169174,ENSMUSG00000044254,01:01,598683
ENSG00000162402,ENSMUSG00000028514,01:01,903181
ENSG00000162407,ENSMUSG00000028517,01:01,556007
ENSG00000162409,ENSMUSG00000028518,01:01,594445
ENSG00000187889,ENSMUSG00000078612,01:01,893165
ENSG00000157131,ENSMUSG00000035031,01:01,293317
ENSG00000021852,ENSMUSG00000029656,01:01,912235
ENSG00000173406,ENSMUSG00000028519,01:01,293306
ENSG00000162600,ENSMUSG00000035069,01:01,797219
ENSG00000184292,ENSMUSG00000051397,01:01,892677
ENSG00000162601,ENSMUSG00000062627,01:01,903748
ENSG00000177606,ENSMUSG00000052684,01:01,929235
ENSG00000172456,ENSMUSG00000028573,01:01,712409
ENSG00000134709,ENSMUSG00000028572,01:01,596110
ENSG00000134716,ENSMUSG00000052914,1:m,905267
ENSG00000134716,ENSMUSG00000015224,1:m,
ENSG00000162598,ENSMUSG00000078639,01:01,878555
ENSG00000162599,ENSMUSG00000028565,01:01,787573
ENSG00000162604,ENSMUSG00000028563,01:01,594470
ENSG00000132849,ENSMUSG00000061859,01:01,598113
ENSG00000240563,ENSMUSG00000087166,01:01,292082
ENSG00000132854,ENSMUSG00000035407,01:01,596665
ENSG00000162607,ENSMUSG00000028560,01:01,596965
ENSG00000116641,ENSMUSG00000028556,01:01,717226
ENSG00000132855,ENSMUSG00000028553,01:01,601681
ENSG00000125703,ENSMUSG00000028550,01:01,922662
ENSG00000187140,ENSMUSG00000067261,01:01,897516
ENSG00000088035,ENSMUSG00000073792,01:01,593841
ENSG00000142856,ENSMUSG00000028549,01:01,831503
ENSG00000203965,ENSMUSG00000073791,01:01,937710
ENSG00000079739,ENSMUSG00000025791,01:01,899138
ENSG00000185483,ENSMUSG00000035305,01:01,955128
ENSG00000177414,ENSMUSG00000069733,01:01,
ENSG00000158966,ENSMUSG00000028532,01:01,919530
ENSG00000162437,ENSMUSG00000035275,01:01,948369
ENSG00000162434,ENSMUSG00000028530,01:01,603481
ENSG00000162433,ENSMUSG00000028527,01:01,959453
ENSG00000116675,ENSMUSG00000028528,01:01,599813
ENSG00000213625,ENSMUSG00000035212,01:01,901402
ENSG00000116678,ENSMUSG00000057722,01:01,940196
ENSG00000184588,ENSMUSG00000028525,01:01,761094
ENSG00000118473,ENSMUSG00000028524,01:01,599151
ENSG00000152760,ENSMUSG00000028523,01:01,816655
ENSG00000172410,ENSMUSG00000066090,01:01,851924
ENSG00000152763,ENSMUSG00000035126,01:01,925866
ENSG00000198160,ENSMUSG00000028522,01:01,944014
ENSG00000116704,ENSMUSG00000028521,01:01,857770
ENSG00000203963,ENSMUSG00000028520,01:01,
ENSG00000162594,ENSMUSG00000049093,01:01,848035
ENSG00000081985,ENSMUSG00000018341,01:01,946492
ENSG00000142864,ENSMUSG00000036371,01:01,594687
ENSG00000116717,ENSMUSG00000036390,01:01,877248
ENSG00000172380,ENSMUSG00000036402,01:01,946684
ENSG00000116729,ENSMUSG00000028173,01:01,929655
ENSG00000116745,ENSMUSG00000028174,01:01,888708
ENSG00000024526,ENSMUSG00000028175,01:01,934258
ENSG00000066557,ENSMUSG00000063052,01:01,594236
ENSG00000116754,ENSMUSG00000055436,01:01,
ENSG00000118454,ENSMUSG00000039988,01:01,575356
ENSG00000116761,ENSMUSG00000028179,01:01,842022
ENSG00000050628,ENSMUSG00000040016,01:01,937571
ENSG00000132485,ENSMUSG00000028180,01:01,596040
ENSG00000172260,ENSMUSG00000040037,01:01,596410
ENSG00000254685,ENSMUSG00000053870,01:01,840900
ENSG00000259030,ENSMUSG00000040086,01:01,597046
ENSG00000178965,ENSMUSG00000078161,01:01,
ENSG00000116791,ENSMUSG00000028199,01:01,874771
ENSG00000162623,ENSMUSG00000047583,01:01,938161
ENSG00000162624,ENSMUSG00000096225,01:01,598734
ENSG00000137968,ENSMUSG00000028360,01:01,851275
ENSG00000117054,ENSMUSG00000062908,01:01,911730
ENSG00000137955,ENSMUSG00000038975,01:01,935725
ENSG00000057468,ENSMUSG00000005493,01:01,959211
ENSG00000154007,ENSMUSG00000038997,01:01,893429
ENSG00000184005,ENSMUSG00000052544,01:01,897492
ENSG00000117069,ENSMUSG00000039037,01:01,897493
ENSG00000142892,ENSMUSG00000039047,01:01,537869
ENSG00000036549,ENSMUSG00000039068,01:01,927991
ENSG00000077254,ENSMUSG00000025437,01:01,595333
ENSG00000180488,ENSMUSG00000054942,01:01,937768
ENSG00000162614,ENSMUSG00000039103,01:01,601188
ENSG00000162613,ENSMUSG00000028034,01:01,
ENSG00000162616,ENSMUSG00000028035,01:01,594197
ENSG00000137960,ENSMUSG00000039131,01:01,920652
ENSG00000122420,ENSMUSG00000028036,01:01,296364
ENSG00000137965,ENSMUSG00000028037,01:01,835229
ENSG00000162618,ENSMUSG00000039167,01:01,292365
ENSG00000117114,ENSMUSG00000028184,01:01,291268
ENSG00000137941,ENSMUSG00000036745,01:01,536134
ENSG00000142875,ENSMUSG00000005034,01:01,595159
ENSG00000203943,ENSMUSG00000048652,01:01,596261
ENSG00000137976,ENSMUSG00000028185,01:01,840212
ENSG00000117133,ENSMUSG00000028187,01:01,940803
ENSG00000174021,ENSMUSG00000068523,01:01,281133
